ECG signal fs= 1000 Hz
     (0.001 sec)	   (mV)
986   2.12963678561847E+0000
987   1.65510793480368E+0000
988   9.48001153617133E-0001
989   4.09588827961336E-0001
990   4.23529411764710E-0001
991   1.01031525672440E+0000
992   1.89905766991229E+0000
993   2.61910562756941E+0000
994   2.74330439085212E+0000
995   2.16945972236302E+0000
996   1.18140149150082E+0000
997   3.05600254783526E-0001
998   2.56482124406632E-0002
999   5.00177063255456E-0001
1000   1.50117647058824E+0000
1001   2.50217587792102E+0000
1002   2.97670472873582E+0000
1003   2.68381150992236E+0000
1004   1.80801027320506E+0000
1005   8.07010865872272E-0001
1006   2.20225020912583E-0001
1007   3.31482607724696E-0001
1008   1.05153056538183E+0000
1009   1.94027297856972E+0000
1010   2.52705882352941E+0000
1011   2.54099940733278E+0000
1012   2.01552825814758E+0000
1013   1.32136265343162E+0000
1014   8.59774979087417E-0001
1015   8.71716748225212E-0001
1016   1.29787207973611E+0000
1017   1.83628440539191E+0000
1018   2.14211880067595E+0000
1019   2.01792003739325E+0000
1020   1.60470588235294E+0000
1021   1.17855055084204E+0000
1022   1.06729296402993E+0000
1023   1.36018618284338E+0000
1024   1.88565733202859E+0000
1025   2.29887148706890E+0000
1026   2.29787207973611E+0000
1027   1.82334322892132E+0000
1028   1.12917762420536E+0000
1029   6.03706475020156E-0001
1030   6.17647058823530E-0001
1031   1.20443290378322E+0000
1032   2.10611649344170E+0000
1033   2.81322327462824E+0000
1034   2.93742203791095E+0000
1035   2.36357736942184E+0000
1036   1.37551913855964E+0000
1037   4.99717901842346E-0001
1038   2.06824683028893E-0001
1039   6.94294710314276E-0001
1040   1.68235294117647E+0000
1041   2.68335234850925E+0000
1042   3.15788119932405E+0000
1043   2.86498798051059E+0000
1044   1.97624556732271E+0000
1045   9.75246159989922E-0001
1046   3.88460315030233E-0001
1047   4.99717901842346E-0001
1048   1.20682468302889E+0000
1049   2.09556709621678E+0000
1050   2.68235294117647E+0000
1051   2.68335234850925E+0000
1052   2.15788119932405E+0000
1053   1.45077441813750E+0000
1054   9.89186743793297E-0001
1055   9.88187336460513E-0001
1056   1.41434266797141E+0000
1057   1.95275499362721E+0000
1058   2.24564821244066E+0000
1059   2.13439062562855E+0000
1060   1.70823529411765E+0000
1061   1.28207996260675E+0000
1062   1.15788119932405E+0000
1063   1.45077441813750E+0000
1064   1.96330439085212E+0000
1065   2.36357736942184E+0000
1066   2.36257796208905E+0000
1067   1.88804911127426E+0000
1068   1.18094233008771E+0000
1069   6.55471180902506E-0001
1070   6.69411764705880E-0001
1071   1.25619760966557E+0000
1072   2.14494002285346E+0000
1073   2.85204680404000E+0000
1074   2.96330439085212E+0000
1075   2.37651854589243E+0000
1076   1.38846031503023E+0000
1077   4.99717901842346E-0001
1078   2.06824683028893E-0001
1079   6.81353533843686E-0001
1080   1.66941176470588E+0000
1081   2.65746999556807E+0000
1082   3.11905766991229E+0000
1083   2.81322327462824E+0000
1084   1.91153968496977E+0000
1085   8.97599101166392E-0001
1086   2.97872079736113E-0001
1087   4.09129666548226E-0001
1088   1.11623644773477E+0000
1089   2.00497886092266E+0000
1090   2.57882352941176E+0000
1091   2.57982293674454E+0000
1092   2.05435178755934E+0000
1093   1.34724500637279E+0000
1094   8.59774979087417E-0001
1095   8.58775571754632E-0001
1096   1.28493090326552E+0000
1097   1.81040205245073E+0000
1098   2.09035409479360E+0000
1099   1.97909650798149E+0000
1100   1.55294117647059E+0000
1101   1.12678584495969E+0000
1102   1.00258708167699E+0000
1103   1.28253912401985E+0000
1104   1.79506909673448E+0000
1105   2.19534207530420E+0000
1106   2.18140149150082E+0000
1107   1.69393146421544E+0000
1108   9.86824683028893E-0001
1109   4.48412357373096E-0001
1110   4.49411764705880E-0001
1111   1.03619760966557E+0000
1112   1.91199884638287E+0000
1113   2.61910562756941E+0000
1114   2.73036321438153E+0000
1115   2.14357736942184E+0000
1116   1.15551913855964E+0000
1117   2.66776725371756E-0001
1118  -2.61164934416968E-0002
1119   4.61353533843686E-0001
1120   1.44941176470588E+0000
1121   2.43746999556807E+0000
1122   2.91199884638287E+0000
1123   2.60616445109883E+0000
1124   1.70448086144036E+0000
1125   7.03481454107572E-0001
1126   9.08132562067034E-0002
1127   2.02070843018816E-0001
1128   9.09177624205363E-0001
1129   1.79792003739325E+0000
1130   2.37176470588235E+0000
1131   2.37276411321513E+0000
1132   1.86023414050052E+0000
1133   1.14018618284338E+0000
1134   6.65657332028587E-0001
1135   6.64657924695803E-0001
1136   1.07787207973611E+0000
1137   1.60334322892132E+0000
1138   1.90917762420536E+0000
1139   1.78497886092266E+0000
1140   1.37176470588235E+0000
1141   9.45609374371449E-0001
1142   8.34351787559337E-0001
1143   1.11430382990221E+0000
1144   1.62683380261683E+0000
1145   2.04004795765714E+0000
1146   2.02610737385376E+0000
1147   1.53863734656838E+0000
1148   8.31530565381833E-0001
1149   3.19000592667216E-0001
1150   3.20000000000000E-0001
1151   9.06785844959689E-0001
1152   1.79552825814758E+0000
1153   2.50263503933412E+0000
1154   2.61389262614624E+0000
1155   2.02710678118655E+0000
1156   1.02610737385376E+0000
1157   1.37364960665876E-0001
1158  -1.55528258147577E-0001
1159   3.19000592667216E-0001
1160   1.32000000000000E+0000
1161   2.32099940733278E+0000
1162   2.78258708167699E+0000
1163   2.47675268639294E+0000
1164   1.58801027320506E+0000
1165   5.74069689401692E-0001
1166  -2.56573320285866E-0002
1167   8.56002547835257E-0002
1168   7.79765859499483E-0001
1169   1.68144944915796E+0000
1170   2.26823529411765E+0000
1171   2.28217587792102E+0000
1172   1.76964590520640E+0000
1173   1.06253912401985E+0000
1174   5.88010273205057E-0001
1175   5.99952042342862E-0001
1176   1.01316619738317E+0000
1177   1.53863734656838E+0000
1178   1.83153056538183E+0000
1179   1.72027297856972E+0000
1180   1.30705882352941E+0000
1181   8.93844668489099E-0001
1182   7.69645905206397E-0001
1183   1.06253912401985E+0000
1184   1.57506909673448E+0000
1185   1.98828325177479E+0000
1186   1.97434266797141E+0000
1187   1.49981381715662E+0000
1188   7.92707035970073E-0001
1189   2.67235886784866E-0001
1190   2.81176470588240E-0001
1191   8.67962315547929E-0001
1192   1.76964590520640E+0000
1193   2.48969386286353E+0000
1194   2.60095144967565E+0000
1195   2.01416560471596E+0000
1196   1.01316619738317E+0000
1197   1.24423784195285E-0001
1198  -1.68469434618167E-0001
1199   3.06059416196626E-0001
1200   1.30705882352941E+0000
1201   2.30805823086219E+0000
1202   2.78258708167699E+0000
1203   2.47675268639294E+0000
1204   1.58801027320506E+0000
1205   5.74069689401692E-0001
1206  -2.56573320285865E-0002
1207   7.26590783129357E-0002
1208   7.66824683028893E-0001
1209   1.65556709621678E+0000
1210   2.24235294117647E+0000
1211   2.25629352497984E+0000
1212   1.73082237579464E+0000
1213   1.03665677107868E+0000
1214   5.62127920263887E-0001
1215   5.61128512931103E-0001
1216   9.74342667971414E-0001
1217   1.51275499362721E+0000
1218   1.80564821244066E+0000
1219   1.69439062562855E+0000
1220   1.28117647058824E+0000
1221   8.67962315547929E-0001
1222   7.43763552265227E-0001
1223   1.03665677107868E+0000
1224   1.56212792026389E+0000
1225   1.97534207530420E+0000
1226   1.96140149150082E+0000
1227   1.47393146421544E+0000
1228   7.53883506558303E-0001
1229   2.41353533843686E-0001
1230   2.42352941176470E-0001
1231   8.42079962606749E-0001
1232   1.74376355226523E+0000
1233   2.46381150992236E+0000
1234   2.57506909673448E+0000
1235   2.00122442824537E+0000
1236   1.00022502091258E+0000
1237   1.24423784195285E-0001
1238  -1.68469434618167E-0001
1239   2.93118239726036E-0001
1240   1.29411764705882E+0000
1241   2.28217587792102E+0000
1242   2.75670472873582E+0000
1243   2.45087033345177E+0000
1244   1.56212792026389E+0000
1245   5.48187336460512E-0001
1246  -3.85985084991766E-0002
1247   5.97179018423457E-0002
1248   7.53883506558303E-0001
1249   1.64262591974619E+0000
1250   2.24235294117647E+0000
1251   2.24335234850925E+0000
1252   1.73082237579464E+0000
1253   1.03665677107868E+0000
1254   5.62127920263887E-0001
1255   5.74069689401693E-0001
1256   9.87283844442003E-0001
1257   1.52569617009779E+0000
1258   1.80564821244066E+0000
1259   1.70733180209913E+0000
1260   1.28117647058824E+0000
1261   8.67962315547929E-0001
1262   7.56704728735817E-0001
1263   1.04959794754927E+0000
1264   1.57506909673448E+0000
1265   1.97534207530420E+0000
1266   1.97434266797141E+0000
1267   1.48687264068603E+0000
1268   7.79765859499483E-0001
1269   2.41353533843686E-0001
1270   2.42352941176470E-0001
1271   8.29138786136159E-0001
1272   1.73082237579464E+0000
1273   2.43792915698118E+0000
1274   2.56212792026389E+0000
1275   1.97534207530420E+0000
1276   9.87283844442003E-0001
1277   1.11482607724695E-0001
1278  -1.81410611088757E-0001
1279   2.93118239726036E-0001
1280   1.28117647058824E+0000
1281   2.26923470145043E+0000
1282   2.74376355226523E+0000
1283   2.45087033345177E+0000
1284   1.56212792026389E+0000
1285   5.61128512931102E-0001
1286  -2.56573320285866E-0002
1287   7.26590783129357E-0002
1288   7.79765859499483E-0001
1289   1.66850827268737E+0000
1290   2.25529411764706E+0000
1291   2.26923470145043E+0000
1292   1.74376355226523E+0000
1293   1.03665677107868E+0000
1294   5.75069096734477E-0001
1295   5.74069689401693E-0001
1296   1.00022502091258E+0000
1297   1.52569617009779E+0000
1298   1.81858938891124E+0000
1299   1.70733180209913E+0000
1300   1.29411764705882E+0000
1301   8.67962315547929E-0001
1302   7.56704728735817E-0001
1303   1.03665677107868E+0000
1304   1.56212792026389E+0000
1305   1.97534207530420E+0000
1306   1.97434266797141E+0000
1307   1.48687264068603E+0000
1308   7.79765859499483E-0001
1309   2.54294710314276E-0001
1310   2.42352941176470E-0001
1311   8.29138786136159E-0001
1312   1.71788119932405E+0000
1313   2.43792915698118E+0000
1314   2.54918674379330E+0000
1315   1.96240089883361E+0000
1316   9.74342667971413E-0001
1317   9.85414312541157E-0002
1318  -1.94351787559337E-0001
1319   2.67235886784866E-0001
1320   1.26823529411765E+0000
1321   2.26923470145043E+0000
1322   2.73082237579464E+0000
1323   2.43792915698118E+0000
1324   1.56212792026389E+0000
1325   5.48187336460512E-0001
1326  -3.85985084991766E-0002
1327   7.26590783129357E-0002
1328   7.79765859499483E-0001
1329   1.65556709621678E+0000
1330   2.24235294117647E+0000
1331   2.25629352497984E+0000
1332   1.73082237579464E+0000
1333   1.02371559460809E+0000
1334   5.62127920263887E-0001
1335   5.61128512931103E-0001
1336   9.87283844442004E-0001
1337   1.52569617009779E+0000
1338   1.81858938891124E+0000
1339   1.70733180209913E+0000
1340   1.28117647058824E+0000
1341   8.67962315547929E-0001
1342   7.43763552265227E-0001
1343   1.02371559460809E+0000
1344   1.54918674379330E+0000
1345   1.94945972236302E+0000
1346   1.94846031503023E+0000
1347   1.46099028774485E+0000
1348   7.53883506558303E-0001
1349   2.28412357373096E-0001
1350   2.29411764705880E-0001
1351   8.16197609665569E-0001
1352   1.70494002285346E+0000
1353   2.42498798051059E+0000
1354   2.53624556732271E+0000
1355   1.94945972236302E+0000
1356   9.61401491500823E-0001
1357   8.56002547835257E-0002
1358  -2.07292964029927E-0001
1359   2.67235886784866E-0001
1360   1.26823529411765E+0000
1361   2.25629352497984E+0000
1362   2.73082237579464E+0000
1363   2.42498798051059E+0000
1364   1.53624556732271E+0000
1365   5.22304983519332E-0001
1366  -6.44808614403565E-0002
1367   4.67767253717558E-0002
1368   7.53883506558303E-0001
1369   1.64262591974619E+0000
1370   2.24235294117647E+0000
1371   2.24335234850925E+0000
1372   1.73082237579464E+0000
1373   1.02371559460809E+0000
1374   5.49186743793297E-0001
1375   5.48187336460512E-0001
1376   9.74342667971414E-0001
1377   1.49981381715662E+0000
1378   1.80564821244066E+0000
1379   1.68144944915796E+0000
1380   1.26823529411765E+0000
1381   8.55021139077339E-0001
1382   7.30822375794637E-0001
1383   1.02371559460809E+0000
1384   1.54918674379330E+0000
1385   1.94945972236302E+0000
1386   1.94846031503023E+0000
1387   1.47393146421544E+0000
1388   7.66824683028893E-0001
1389   2.41353533843686E-0001
1390   2.29411764705880E-0001
1391   8.16197609665569E-0001
1392   1.70494002285346E+0000
1393   2.41204680404000E+0000
1394   2.52330439085212E+0000
1395   1.93651854589243E+0000
1396   9.48460315030233E-0001
1397   7.26590783129356E-0002
1398  -2.07292964029927E-0001
1399   2.80177063255456E-0001
1400   1.28117647058824E+0000
1401   2.28217587792102E+0000
1402   2.74376355226523E+0000
1403   2.45087033345177E+0000
1404   1.54918674379330E+0000
1405   5.48187336460513E-0001
1406  -5.15396849697666E-0002
1407   5.97179018423458E-0002
1408   7.53883506558303E-0001
1409   1.65556709621678E+0000
1410   2.24235294117647E+0000
1411   2.25629352497984E+0000
1412   1.73082237579464E+0000
1413   1.02371559460809E+0000
1414   5.62127920263887E-0001
1415   5.74069689401692E-0001
1416   9.87283844442003E-0001
1417   1.52569617009779E+0000
1418   1.83153056538183E+0000
1419   1.73321415504031E+0000
1420   1.32000000000000E+0000
1421   9.06785844959689E-0001
1422   7.82587081676987E-0001
1423   1.06253912401985E+0000
1424   1.58801027320506E+0000
1425   1.98828325177479E+0000
1426   1.98728384444200E+0000
1427   1.51275499362721E+0000
1428   8.18589388911243E-0001
1429   3.06059416196626E-0001
1430   3.20000000000000E-0001
1431   9.19727021430279E-0001
1432   1.82141061108876E+0000
1433   2.52851739227530E+0000
1434   2.63977497908742E+0000
1435   2.06593031059831E+0000
1436   1.07787207973611E+0000
1437   2.02070843018816E-0001
1438  -7.78811993240468E-0002
1439   3.96647651490746E-0001
1440   1.41058823529412E+0000
1441   2.41158764262690E+0000
1442   2.88611649344170E+0000
1443   2.59322327462824E+0000
1444   1.70448086144036E+0000
1445   6.90540277636982E-0001
1446   1.03754432677293E-0001
1447   2.02070843018816E-0001
1448   9.09177624205363E-0001
1449   1.79792003739325E+0000
1450   2.39764705882353E+0000
1451   2.41158764262690E+0000
1452   1.89905766991229E+0000
1453   1.19195088872574E+0000
1454   7.17422037910947E-0001
1455   7.29363807048743E-0001
1456   1.14257796208905E+0000
1457   1.68099028774485E+0000
1458   1.97388350655830E+0000
1459   1.87556709621678E+0000
1460   1.46235294117647E+0000
1461   1.03619760966557E+0000
1462   9.24940022853457E-0001
1463   1.20489206519632E+0000
1464   1.73036321438153E+0000
1465   2.13063619295126E+0000
1466   2.11669560914788E+0000
1467   1.62922558186250E+0000
1468   9.22118800675953E-0001
1469   3.83706475020156E-0001
1470   3.97647058823530E-0001
1471   9.84432903783219E-0001
1472   1.88611649344170E+0000
1473   2.59322327462824E+0000
1474   2.69153968496977E+0000
1475   2.10475384001008E+0000
1476   1.09081325620670E+0000
1477   2.02070843018816E-0001
1478  -1.03763552265226E-0001
1479   3.70765298549566E-0001
1480   1.35882352941176E+0000
1481   2.35982293674454E+0000
1482   2.82141061108876E+0000
1483   2.51557621580471E+0000
1484   1.61389262614624E+0000
1485   5.99952042342862E-0001
1486  -1.27161555579965E-0002
1487   8.56002547835257E-0002
1488   7.79765859499483E-0001
1489   1.65556709621678E+0000
1490   2.22941176470588E+0000
1491   2.23041117203866E+0000
1492   1.70494002285346E+0000
1493   1.01077441813750E+0000
1494   5.23304390852117E-0001
1495   5.22304983519333E-0001
1496   9.35519138559644E-0001
1497   1.47393146421544E+0000
1498   1.76682468302889E+0000
1499   1.65556709621678E+0000
1500   1.22941176470588E+0000
1501   8.16197609665569E-0001
1502   7.04940022853457E-0001
1503   9.97833241666909E-0001
1504   1.51036321438153E+0000
1505   1.92357736942184E+0000
1506   1.90963678561847E+0000
1507   1.42216675833309E+0000
1508   7.02118800675953E-0001
1509   1.76647651490746E-0001
1510   1.77647058823530E-0001
1511   7.77374080253809E-0001
1512   1.67905766991229E+0000
1513   2.39910562756941E+0000
1514   2.51036321438153E+0000
1515   1.92357736942184E+0000
1516   9.35519138559643E-0001
1517   4.67767253717556E-0002
1518  -2.46116493441697E-0001
1519   2.15471180902506E-0001
1520   1.21647058823529E+0000
1521   2.21746999556807E+0000
1522   2.69199884638287E+0000
1523   2.39910562756941E+0000
1524   1.49742203791095E+0000
1525   4.96422630578162E-0001
1526  -1.03304390852116E-0001
1527  -4.98798051059423E-0003
1528   6.89177624205363E-0001
1529   1.57792003739325E+0000
1530   2.16470588235294E+0000
1531   2.16570528968572E+0000
1532   1.65317531697111E+0000
1533   9.59009712255149E-0001
1534   4.84480861440357E-0001
1535   4.83481454107572E-0001
1536   8.96695609147883E-0001
1537   1.42216675833309E+0000
1538   1.71505997714654E+0000
1539   1.60380239033443E+0000
1540   1.19058823529412E+0000
1541   7.64432903783219E-0001
1542   6.53175316971107E-0001
1543   9.59009712255149E-0001
1544   1.48448086144036E+0000
1545   1.88475384001008E+0000
1546   1.88375443267729E+0000
1547   1.39628440539191E+0000
1548   6.89177624205363E-0001
1549   1.63706475020156E-0001
1550   1.64705882352940E-0001
1551   7.51491727312629E-0001
1552   1.65317531697111E+0000
1553   2.36028209815765E+0000
1554   2.48448086144036E+0000
1555   1.89769501648067E+0000
1556   8.96695609147883E-0001
1557   7.95319595999564E-0003
1558  -2.84940022853457E-0001
1559   1.76647651490746E-0001
1560   1.17764705882353E+0000
1561   2.16570528968572E+0000
1562   2.64023414050052E+0000
1563   2.34734092168706E+0000
1564   1.45859850849918E+0000
1565   4.44657924695802E-0001
1566  -1.55069096734477E-0001
1567  -4.38115099223642E-0002
1568   6.50354094793603E-0001
1569   1.53909650798149E+0000
1570   2.12588235294118E+0000
1571   2.13982293674454E+0000
1572   1.64023414050052E+0000
1573   9.71950888725739E-0001
1574   5.36245567322707E-0001
1575   5.87010865872273E-0001
1576   1.05198972679494E+0000
1577   1.64216675833309E+0000
1578   1.99976585949948E+0000
1579   1.96615533151090E+0000
1580   1.61764705882353E+0000
1581   1.28207996260675E+0000
1582   1.26141061108876E+0000
1583   1.64489206519632E+0000
1584   2.27389262614624E+0000
1585   2.79063619295126E+0000
1586   2.91904855032435E+0000
1587   2.54804911127426E+0000
1588   1.97035409479360E+0000
1589   1.56135353384369E+0000
1590   1.67882352941176E+0000
1591   2.39502113907734E+0000
1592   3.38729296402993E+0000
1593   4.18498798051059E+0000
1594   4.34801027320506E+0000
1595   3.80004795765714E+0000
1596   2.79904855032435E+0000
1597   1.87148260772470E+0000
1598   1.48800115361713E+0000
1599   1.84605941619663E+0000
1600   2.69176470588235E+0000
1601   3.51158764262690E+0000
1602   3.79199884638287E+0000
1603   3.30498798051059E+0000
1604   2.22212792026389E+0000
1605   1.02701086587227E+0000
1606   2.46107373853763E-0001
1607   1.89129666548226E-0001
1608   7.28001153617133E-0001
1609   1.46144944915796E+0000
1610   1.91882352941176E+0000
1611   1.79041117203867E+0000
1612   1.16141061108875E+0000
1613   3.50774418137500E-0001
1614  -2.01401491500822E-0001
1615  -2.67106781186547E-0001
1616   1.07283844441998E-0001
1617   5.93931464215442E-0001
1618   8.73883506558305E-0001
1619   7.36743566805017E-0001
1620   3.10588235294118E-0001
1621  -1.02625919746193E-0001
1622  -2.13883506558305E-0001
1623   9.19508887257353E-0002
1624   6.30363214381531E-0001
1625   1.05651854589243E+0000
1626   1.05551913855965E+0000
1627   5.93931464215442E-0001
1628  -1.13175316971105E-0001
1629  -6.25705289685725E-0001
1630  -6.24705882352941E-0001
1631  -2.49788609226639E-0002
1632   8.63763552265224E-0001
1633   1.59675268639295E+0000
1634   1.73389262614624E+0000
1635   1.17298913412772E+0000
1636   2.23754432677292E-0001
1637  -6.13223274628242E-0001
1638  -8.41410611088753E-0001
1639  -3.15117054391608E-0001
1640   7.50588235294118E-0001
1641   1.80335234850926E+0000
1642   2.32964590520640E+0000
1643   2.07557621580471E+0000
1644   1.23859850849918E+0000
1645   2.76422630578158E-0001
1646  -2.71539684969767E-0001
1647  -1.34399745216474E-0001
1648   5.98589388911243E-0001
1649   1.50027297856972E+0000
1650   2.10000000000000E+0000
1651   2.11394058380337E+0000
1652   1.60141061108876E+0000
1653   8.94303829902209E-0001
1654   4.32716155557997E-0001
1655   4.44657924695803E-0001
1656   8.70813256206703E-0001
1657   1.40922558186250E+0000
1658   1.71505997714654E+0000
1659   1.60380239033443E+0000
1660   1.19058823529412E+0000
1661   7.77374080253809E-0001
1662   6.79057669912287E-0001
1663   9.59009712255149E-0001
1664   1.49742203791095E+0000
1665   1.91063619295126E+0000
1666   1.89669560914788E+0000
1667   1.42216675833309E+0000
1668   7.02118800675953E-0001
1669   1.76647651490746E-0001
1670   1.64705882352940E-0001
1671   7.51491727312629E-0001
1672   1.64023414050052E+0000
1673   2.33439974521647E+0000
1674   2.44565733202859E+0000
1675   1.87181266353949E+0000
1676   8.70813256206703E-0001
1677  -4.98798051059435E-0003
1678  -2.84940022853457E-0001
1679   2.02530004431926E-0001
1680   1.21647058823529E+0000
1681   2.23041117203866E+0000
1682   2.70494002285346E+0000
1683   2.42498798051059E+0000
1684   1.53624556732271E+0000
1685   5.48187336460512E-0001
1686  -3.85985084991766E-0002
1687   8.56002547835258E-0002
1688   7.92707035970073E-0001
1689   1.68144944915796E+0000
1690   2.26823529411765E+0000
1691   2.28217587792102E+0000
1692   1.75670472873582E+0000
1693   1.06253912401985E+0000
1694   5.88010273205057E-0001
1695   5.87010865872272E-0001
1696   1.01316619738317E+0000
1697   1.55157852303897E+0000
1698   1.85741291832301E+0000
1699   1.75909650798149E+0000
1700   1.34588235294118E+0000
1701   9.19727021430279E-0001
1702   8.08469434618167E-0001
1703   1.08842147696103E+0000
1704   1.60095144967565E+0000
1705   2.01416560471596E+0000
1706   2.00022502091258E+0000
1707   1.51275499362721E+0000
1708   8.05648212440663E-0001
1709   2.67235886784866E-0001
1710   2.68235294117650E-0001
1711   8.55021139077339E-0001
1712   1.75670472873582E+0000
1713   2.46381150992236E+0000
1714   2.57506909673448E+0000
1715   2.00122442824537E+0000
1716   1.01316619738317E+0000
1717   1.24423784195285E-0001
1718  -1.55528258147577E-0001
1719   3.31941769137806E-0001
1720   1.33294117647059E+0000
1721   2.33394058380337E+0000
1722   2.80846943461817E+0000
1723   2.51557621580471E+0000
1724   1.62683380261683E+0000
1725   6.12893218813452E-0001
1726   2.61073738537635E-0002
1727   1.37364960665876E-0001
1728   8.31530565381833E-0001
1729   1.73321415504031E+0000
1730   2.32000000000000E+0000
1731   2.33394058380337E+0000
1732   1.80846943461817E+0000
1733   1.11430382990221E+0000
1734   6.52716155557997E-0001
1735   6.51716748225213E-0001
1736   1.07787207973611E+0000
1737   1.60334322892132E+0000
1738   1.90917762420536E+0000
1739   1.79792003739325E+0000
1740   1.38470588235294E+0000
1741   9.58550550842039E-0001
1742   8.47292964029927E-0001
1743   1.12724500637279E+0000
1744   1.65271615555800E+0000
1745   2.06593031059831E+0000
1746   2.05198972679494E+0000
1747   1.57746087598015E+0000
1748   8.70354094793603E-0001
1749   3.57824122078976E-0001
1750   3.71764705882350E-0001
1751   9.58550550842039E-0001
1752   1.86023414050052E+0000
1753   2.58028209815765E+0000
1754   2.69153968496977E+0000
1755   2.11769501648067E+0000
1756   1.11669560914788E+0000
1757   2.40894372430586E-0001
1758  -5.19988463828668E-0002
1759   4.35471180902506E-0001
1760   1.44941176470588E+0000
1761   2.45041117203866E+0000
1762   2.92494002285346E+0000
1763   2.63204680404000E+0000
1764   1.74330439085212E+0000
1765   7.29363807048742E-0001
1766   1.42577962089053E-0001
1767   2.53835548901166E-0001
1768   9.60942330087713E-0001
1769   1.84968474327560E+0000
1770   2.43647058823529E+0000
1771   2.45041117203866E+0000
1772   1.93788119932405E+0000
1773   1.24371559460809E+0000
1774   7.69186743793297E-0001
1775   7.68187336460513E-0001
1776   1.19434266797141E+0000
1777   1.73275499362721E+0000
1778   2.03858938891124E+0000
1779   1.92733180209913E+0000
1780   1.52705882352941E+0000
1781   1.11384466848910E+0000
1782   1.00258708167699E+0000
1783   1.29548030049044E+0000
1784   1.83389262614624E+0000
1785   2.23416560471596E+0000
1786   2.23316619738317E+0000
1787   1.74569617009779E+0000
1788   1.03858938891124E+0000
1789   5.13118239726036E-0001
1790   5.14117647058820E-0001
1791   1.11384466848910E+0000
1792   2.01552825814758E+0000
1793   2.73557621580471E+0000
1794   2.84683380261683E+0000
1795   2.27298913412773E+0000
1796   1.27198972679494E+0000
1797   3.96188490077636E-0001
1798   1.16236447734773E-0001
1799   6.03706475020156E-0001
1800   1.60470588235294E+0000
1801   2.61864646615631E+0000
1802   3.09317531697111E+0000
1803   2.80028209815765E+0000
1804   1.89859850849918E+0000
1805   8.97599101166392E-0001
1806   3.10813256206703E-0001
1807   4.09129666548226E-0001
1808   1.11623644773477E+0000
1809   2.00497886092266E+0000
1810   2.60470588235294E+0000
1811   2.61864646615631E+0000
1812   2.09317531697111E+0000
1813   1.39900971225515E+0000
1814   9.24480861440357E-0001
1815   9.23481454107573E-0001
1816   1.33669560914788E+0000
1817   1.87510793480368E+0000
1818   2.16800115361713E+0000
1819   2.06968474327560E+0000
1820   1.65647058823529E+0000
1821   1.24325643319498E+0000
1822   1.13199884638287E+0000
1823   1.41195088872574E+0000
1824   1.93742203791095E+0000
1825   2.33769501648067E+0000
1826   2.32375443267729E+0000
1827   1.83628440539191E+0000
1828   1.12917762420536E+0000
1829   5.90765298549566E-0001
1830   5.91764705882350E-0001
1831   1.19149172731263E+0000
1832   2.08023414050052E+0000
1833   2.78734092168706E+0000
1834   2.91153968496977E+0000
1835   2.31181266353949E+0000
1836   1.31081325620670E+0000
1837   4.22070843018816E-0001
1838   1.29177624205363E-0001
1839   6.03706475020156E-0001
1840   1.60470588235294E+0000
1841   2.59276411321513E+0000
1842   3.06729296402993E+0000
1843   2.76145856874588E+0000
1844   1.85977497908742E+0000
1845   8.45834395284042E-0001
1846   2.46107373853763E-0001
1847   3.44423784195286E-0001
1848   1.03858938891124E+0000
1849   1.91439062562855E+0000
1850   2.51411764705882E+0000
1851   2.51511705439160E+0000
1852   1.98964590520640E+0000
1853   1.29548030049044E+0000
1854   8.20951449675647E-0001
1855   8.19952042342863E-0001
1856   1.23316619738317E+0000
1857   1.75863734656838E+0000
1858   2.05153056538183E+0000
1859   1.94027297856972E+0000
1860   1.51411764705882E+0000
1861   1.10090349201851E+0000
1862   9.76704728735817E-0001
1863   1.25665677107868E+0000
1864   1.76918674379330E+0000
1865   2.16945972236302E+0000
1866   2.15551913855964E+0000
1867   1.66804911127426E+0000
1868   9.48001153617133E-0001
1869   4.22530004431926E-0001
1870   4.10588235294120E-0001
1871   9.97374080253809E-0001
1872   1.89905766991229E+0000
1873   2.60616445109883E+0000
1874   2.71742203791095E+0000
1875   2.13063619295126E+0000
1876   1.12963678561847E+0000
1877   2.40894372430586E-0001
1878  -5.19988463828668E-0002
1879   4.22530004431926E-0001
1880   1.42352941176471E+0000
1881   2.41158764262690E+0000
1882   2.87317531697111E+0000
1883   2.58028209815765E+0000
1884   1.67859850849918E+0000
1885   6.64657924695802E-0001
1886   7.78720797361134E-0002
1887   1.76188490077636E-0001
1888   8.70354094793603E-0001
1889   1.75909650798149E+0000
1890   2.33294117647059E+0000
1891   2.33394058380337E+0000
1892   1.80846943461817E+0000
1893   1.10136265343162E+0000
1894   6.26833802616827E-0001
1895   6.25834395284043E-0001
1896   1.03904855032435E+0000
1897   1.56451969950956E+0000
1898   1.85741291832301E+0000
1899   1.74615533151090E+0000
1900   1.33294117647059E+0000
1901   9.06785844959689E-0001
1902   7.82587081676987E-0001
1903   1.07548030049044E+0000
1904   1.58801027320506E+0000
1905   2.00122442824537E+0000
1906   2.00022502091258E+0000
1907   1.49981381715662E+0000
1908   7.92707035970073E-0001
1909   2.54294710314276E-0001
1910   2.55294117647060E-0001
1911   8.42079962606749E-0001
1912   1.73082237579464E+0000
1913   2.43792915698118E+0000
1914   2.54918674379330E+0000
