ECG signal fs= 1000 Hz
     (0.001 sec)	   (mV)
1915   1.96240089883361E+0000
1916   9.61401491500823E-0001
1917   7.26590783129357E-0002
1918  -2.07292964029927E-0001
1919   2.67235886784866E-0001
1920   1.26823529411765E+0000
1921   2.26923470145043E+0000
1922   2.73082237579464E+0000
1923   2.43792915698118E+0000
1924   1.54918674379330E+0000
1925   5.48187336460512E-0001
1926  -3.85985084991765E-0002
1927   5.97179018423457E-0002
1928   7.53883506558303E-0001
1929   1.64262591974619E+0000
1930   2.22941176470588E+0000
1931   2.24335234850925E+0000
1932   1.71788119932405E+0000
1933   1.01077441813750E+0000
1934   5.49186743793297E-0001
1935   5.48187336460513E-0001
1936   9.61401491500824E-0001
1937   1.49981381715662E+0000
1938   1.79270703597007E+0000
1939   1.68144944915796E+0000
1940   1.28117647058824E+0000
1941   8.67962315547929E-0001
1942   7.43763552265227E-0001
1943   1.03665677107868E+0000
1944   1.56212792026389E+0000
1945   1.96240089883361E+0000
1946   1.96140149150082E+0000
1947   1.46099028774485E+0000
1948   7.53883506558303E-0001
1949   2.15471180902506E-0001
1950   2.03529411764710E-0001
1951   7.90315256724399E-0001
1952   1.69199884638287E+0000
1953   2.39910562756941E+0000
1954   2.52330439085212E+0000
1955   1.94945972236302E+0000
1956   9.61401491500823E-0001
1957   7.26590783129357E-0002
1958  -2.07292964029927E-0001
1959   2.67235886784866E-0001
1960   1.25529411764706E+0000
1961   2.25629352497984E+0000
1962   2.71788119932405E+0000
1963   2.41204680404000E+0000
1964   1.52330439085212E+0000
1965   5.22304983519332E-0001
1966  -6.44808614403566E-0002
1967   3.38355489011657E-0002
1968   7.40942330087713E-0001
1969   1.61674356680502E+0000
1970   2.20352941176471E+0000
1971   2.20452881909749E+0000
1972   1.67905766991229E+0000
1973   9.71950888725739E-0001
1974   5.10363214381527E-0001
1975   5.09363807048742E-0001
1976   9.35519138559643E-0001
1977   1.46099028774485E+0000
1978   1.76682468302889E+0000
1979   1.66850827268737E+0000
1980   1.24235294117647E+0000
1981   8.29138786136159E-0001
1982   7.04940022853457E-0001
1983   9.97833241666909E-0001
1984   1.52330439085212E+0000
1985   1.93651854589243E+0000
1986   1.93551913855964E+0000
1987   1.44804911127426E+0000
1988   7.28001153617133E-0001
1989   2.02530004431926E-0001
1990   2.03529411764710E-0001
1991   7.90315256724399E-0001
1992   1.67905766991229E+0000
1993   2.39910562756941E+0000
1994   2.52330439085212E+0000
1995   1.93651854589243E+0000
1996   9.35519138559643E-0001
1997   5.97179018423457E-0002
1998  -2.33175316971107E-0001
1999   2.41353533843686E-0001
2000   1.24235294117647E+0000
2001   2.23041117203866E+0000
2002   2.70494002285346E+0000
2003   2.41204680404000E+0000
2004   1.51036321438153E+0000
2005   5.09363807048742E-0001
2006  -7.74220379109465E-0002
2007   3.38355489011657E-0002
2008   7.28001153617133E-0001
2009   1.61674356680502E+0000
2010   2.20352941176471E+0000
2011   2.20452881909749E+0000
2012   1.69199884638287E+0000
2013   9.84892065196319E-0001
2014   5.10363214381527E-0001
2015   5.22304983519333E-0001
2016   9.35519138559643E-0001
2017   1.47393146421544E+0000
2018   1.77976585949948E+0000
2019   1.66850827268737E+0000
2020   1.25529411764706E+0000
2021   8.29138786136159E-0001
2022   7.17881199324047E-0001
2023   9.97833241666909E-0001
2024   1.52330439085212E+0000
2025   1.93651854589243E+0000
2026   1.93551913855964E+0000
2027   1.44804911127426E+0000
2028   7.40942330087713E-0001
2029   2.15471180902506E-0001
2030   2.03529411764710E-0001
2031   7.90315256724399E-0001
2032   1.67905766991229E+0000
2033   2.38616445109883E+0000
2034   2.49742203791095E+0000
2035   1.91063619295126E+0000
2036   9.35519138559643E-0001
2037   5.97179018423457E-0002
2038  -2.33175316971107E-0001
2039   2.41353533843686E-0001
2040   1.24235294117647E+0000
2041   2.24335234850925E+0000
2042   2.70494002285346E+0000
2043   2.41204680404000E+0000
2044   1.51036321438153E+0000
2045   5.09363807048742E-0001
2046  -7.74220379109465E-0002
2047   2.08943724305857E-0002
2048   7.28001153617133E-0001
2049   1.61674356680502E+0000
2050   2.20352941176471E+0000
2051   2.20452881909749E+0000
2052   1.69199884638287E+0000
2053   9.84892065196319E-0001
2054   5.10363214381527E-0001
2055   5.22304983519333E-0001
2056   9.35519138559644E-0001
2057   1.47393146421544E+0000
2058   1.76682468302889E+0000
2059   1.66850827268737E+0000
2060   1.25529411764706E+0000
2061   8.29138786136159E-0001
2062   7.17881199324047E-0001
2063   9.97833241666909E-0001
2064   1.52330439085212E+0000
2065   1.93651854589243E+0000
2066   1.93551913855964E+0000
2067   1.44804911127426E+0000
2068   7.40942330087713E-0001
2069   2.15471180902506E-0001
2070   2.16470588235290E-0001
2071   8.03256433194979E-0001
2072   1.70494002285346E+0000
2073   2.41204680404000E+0000
2074   2.52330439085212E+0000
2075   1.93651854589243E+0000
2076   9.48460315030233E-0001
2077   7.26590783129356E-0002
2078  -2.20234140500517E-0001
2079   2.54294710314276E-0001
2080   1.26823529411765E+0000
2081   2.25629352497984E+0000
2082   2.73082237579464E+0000
2083   2.42498798051059E+0000
2084   1.53624556732271E+0000
2085   5.22304983519332E-0001
2086  -7.74220379109466E-0002
2087   3.38355489011657E-0002
2088   7.28001153617133E-0001
2089   1.61674356680502E+0000
2090   2.20352941176471E+0000
2091   2.20452881909749E+0000
2092   1.69199884638287E+0000
2093   9.84892065196319E-0001
2094   5.10363214381527E-0001
2095   5.22304983519333E-0001
2096   9.35519138559644E-0001
2097   1.47393146421544E+0000
2098   1.76682468302889E+0000
2099   1.66850827268737E+0000
2100   1.25529411764706E+0000
2101   8.42079962606749E-0001
2102   7.17881199324047E-0001
2103   9.97833241666909E-0001
2104   1.52330439085212E+0000
2105   1.92357736942184E+0000
2106   1.90963678561847E+0000
2107   1.43510793480368E+0000
2108   7.28001153617133E-0001
2109   1.89588827961336E-0001
2110   1.90588235294120E-0001
2111   7.90315256724399E-0001
2112   1.67905766991229E+0000
2113   2.38616445109883E+0000
2114   2.51036321438153E+0000
2115   1.91063619295126E+0000
2116   9.22577962089053E-0001
2117   3.38355489011656E-0002
2118  -2.46116493441697E-0001
2119   2.28412357373096E-0001
2120   1.24235294117647E+0000
2121   2.24335234850925E+0000
2122   2.70494002285346E+0000
2123   2.39910562756941E+0000
2124   1.51036321438153E+0000
2125   4.96422630578163E-0001
2126  -9.03632143815265E-0002
2127   7.95319595999573E-0003
2128   7.15059977146543E-0001
2129   1.60380239033443E+0000
2130   2.19058823529412E+0000
2131   2.19158764262690E+0000
2132   1.66611649344170E+0000
2133   9.71950888725739E-0001
2134   4.97422037910947E-0001
2135   4.96422630578163E-0001
2136   9.09636785618473E-0001
2137   1.44804911127426E+0000
2138   1.75388350655830E+0000
2139   1.65556709621678E+0000
2140   1.24235294117647E+0000
2141   8.29138786136159E-0001
2142   7.17881199324047E-0001
2143   9.97833241666909E-0001
2144   1.52330439085212E+0000
2145   1.91063619295126E+0000
2146   1.90963678561847E+0000
2147   1.42216675833309E+0000
2148   7.02118800675953E-0001
2149   1.76647651490746E-0001
2150   1.77647058823530E-0001
2151   7.64432903783219E-0001
2152   1.65317531697111E+0000
2153   2.37322327462824E+0000
2154   2.48448086144036E+0000
2155   1.89769501648067E+0000
2156   8.96695609147883E-0001
2157   7.95319595999569E-0003
2158  -2.71998846382867E-0001
2159   2.15471180902506E-0001
2160   1.21647058823529E+0000
2161   2.21746999556807E+0000
2162   2.69199884638287E+0000
2163   2.39910562756941E+0000
2164   1.49742203791095E+0000
2165   4.96422630578162E-0001
2166  -1.03304390852116E-0001
2167   7.95319595999572E-0003
2168   7.15059977146543E-0001
2169   1.60380239033443E+0000
2170   2.19058823529412E+0000
2171   2.20452881909749E+0000
2172   1.69199884638287E+0000
2173   9.84892065196319E-0001
2174   5.23304390852117E-0001
2175   5.22304983519333E-0001
2176   9.35519138559643E-0001
2177   1.46099028774485E+0000
2178   1.76682468302889E+0000
2179   1.65556709621678E+0000
2180   1.25529411764706E+0000
2181   8.42079962606749E-0001
2182   7.30822375794637E-0001
2183   1.02371559460809E+0000
2184   1.53624556732271E+0000
2185   1.94945972236302E+0000
2186   1.94846031503023E+0000
2187   1.47393146421544E+0000
2188   7.53883506558303E-0001
2189   2.28412357373096E-0001
2190   2.42352941176470E-0001
2191   8.42079962606749E-0001
2192   1.74376355226523E+0000
2193   2.46381150992236E+0000
2194   2.58801027320506E+0000
2195   2.00122442824537E+0000
2196   1.00022502091258E+0000
2197   1.24423784195285E-0001
2198  -1.55528258147577E-0001
2199   3.31941769137806E-0001
2200   1.33294117647059E+0000
2201   2.34688176027396E+0000
2202   2.82141061108876E+0000
2203   2.52851739227530E+0000
2204   1.63977497908742E+0000
2205   6.38775571754632E-0001
2206   5.19897267949434E-0002
2207   1.50306137136466E-0001
2208   8.57412918323013E-0001
2209   1.74615533151090E+0000
2210   2.33294117647059E+0000
2211   2.34688176027396E+0000
2212   1.83435178755934E+0000
2213   1.12724500637279E+0000
2214   6.65657332028587E-0001
2215   6.64657924695803E-0001
2216   1.07787207973611E+0000
2217   1.60334322892132E+0000
2218   1.90917762420536E+0000
2219   1.79792003739325E+0000
2220   1.39764705882353E+0000
2221   9.84432903783219E-0001
2222   8.86116493441697E-0001
2223   1.17900971225515E+0000
2224   1.70448086144036E+0000
2225   2.13063619295126E+0000
2226   2.12963678561847E+0000
2227   1.64216675833309E+0000
2228   9.22118800675953E-0001
2229   3.96647651490746E-0001
2230   3.84705882352940E-0001
2231   9.71491727312629E-0001
2232   1.87317531697111E+0000
2233   2.58028209815765E+0000
2234   2.70448086144036E+0000
2235   2.11769501648067E+0000
2236   1.11669560914788E+0000
2237   2.27953195959996E-0001
2238  -6.49400228534568E-0002
2239   4.09588827961336E-0001
2240   1.41058823529412E+0000
2241   2.41158764262690E+0000
2242   2.87317531697111E+0000
2243   2.58028209815765E+0000
2244   1.67859850849918E+0000
2245   6.77599101166392E-0001
2246   6.49309032655235E-0002
2247   1.63247313607056E-0001
2248   8.44471741852423E-0001
2249   1.72027297856972E+0000
2250   2.29411764705882E+0000
2251   2.29511705439160E+0000
2252   1.76964590520640E+0000
2253   1.06253912401985E+0000
2254   5.88010273205057E-0001
2255   5.74069689401693E-0001
2256   9.87283844442004E-0001
2257   1.49981381715662E+0000
2258   1.79270703597007E+0000
2259   1.66850827268737E+0000
2260   1.24235294117647E+0000
2261   8.16197609665569E-0001
2262   7.04940022853457E-0001
2263   9.84892065196319E-0001
2264   1.51036321438153E+0000
2265   1.91063619295126E+0000
2266   1.90963678561847E+0000
2267   1.42216675833309E+0000
2268   7.02118800675953E-0001
2269   1.63706475020156E-0001
2270   1.51764705882350E-0001
2271   7.38550550842039E-0001
2272   1.64023414050052E+0000
2273   2.34734092168706E+0000
2274   2.47153968496977E+0000
2275   1.88475384001008E+0000
2276   8.83754432677293E-0001
2277   7.95319595999561E-0003
2278  -2.84940022853457E-0001
2279   1.89588827961336E-0001
2280   1.19058823529412E+0000
2281   2.17864646615631E+0000
2282   2.65317531697111E+0000
2283   2.34734092168706E+0000
2284   1.45859850849918E+0000
2285   4.57599101166392E-0001
2286  -1.29186743793297E-0001
2287  -3.08703334517743E-0002
2288   6.63295271264183E-0001
2289   1.53909650798149E+0000
2290   2.12588235294118E+0000
2291   2.11394058380337E+0000
2292   1.60141061108876E+0000
2293   9.07245006372789E-0001
2294   4.45657332028587E-0001
2295   4.44657924695803E-0001
2296   8.70813256206703E-0001
2297   1.40922558186250E+0000
2298   1.70211880067595E+0000
2299   1.59086121386384E+0000
2300   1.16470588235294E+0000
2301   7.51491727312629E-0001
2302   6.40234140500517E-0001
2303   9.20186182843379E-0001
2304   1.44565733202859E+0000
2305   1.85887148706890E+0000
2306   1.84493090326552E+0000
2307   1.37040205245073E+0000
2308   6.50354094793603E-0001
2309   1.24882945608395E-0001
2310   1.12941176470590E-0001
2311   6.99727021430279E-0001
2312   1.58846943461817E+0000
2313   2.30851739227530E+0000
2314   2.41977497908742E+0000
2315   1.84593031059831E+0000
2316   8.57872079736113E-0001
2317  -1.79291569811843E-0002
2318  -2.97881199324047E-0001
2319   1.76647651490746E-0001
2320   1.16470588235294E+0000
2321   2.16570528968572E+0000
2322   2.64023414050052E+0000
2323   2.33439974521647E+0000
2324   1.44565733202859E+0000
2325   4.44657924695802E-0001
2326  -1.42127920263887E-0001
2327  -3.08703334517743E-0002
2328   6.63295271264183E-0001
2329   1.53909650798149E+0000
2330   2.11294117647059E+0000
2331   2.11394058380337E+0000
2332   1.57552825814758E+0000
2333   8.68421476961029E-0001
2334   4.06833802616827E-0001
2335   4.05834395284043E-0001
2336   8.19048550324354E-0001
2337   1.34451969950956E+0000
2338   1.63741291832301E+0000
2339   1.52615533151090E+0000
2340   1.11294117647059E+0000
2341   6.99727021430279E-0001
2342   5.88469434618167E-0001
2343   9.07245006372789E-0001
2344   1.45859850849918E+0000
2345   1.91063619295126E+0000
2346   1.96140149150082E+0000
2347   1.53863734656838E+0000
2348   8.83295271264183E-0001
2349   4.09588827961336E-0001
2350   4.88235294117650E-0001
2351   1.13972702143028E+0000
2352   2.11905766991229E+0000
2353   2.91675268639294E+0000
2354   3.13153968496977E+0000
2355   2.67416560471596E+0000
2356   1.80257796208905E+0000
2357   1.05618849007764E+0000
2358   8.92707035970073E-0001
2359   1.50958882796134E+0000
2360   2.64000000000000E+0000
2361   3.75746999556807E+0000
2362   4.33552825814758E+0000
2363   4.12028209815765E+0000
2364   3.30918674379330E+0000
2365   2.34701086587227E+0000
2366   1.78610737385376E+0000
2367   1.87148260772470E+0000
2368   2.52682468302889E+0000
2369   3.31203768445207E+0000
2370   3.76941176470588E+0000
2371   3.61511705439160E+0000
2372   2.90846943461817E+0000
2373   2.00724500637279E+0000
2374   1.32565733202859E+0000
2375   1.13054027763698E+0000
2376   1.36257796208905E+0000
2377   1.70687264068603E+0000
2378   1.84447174185242E+0000
2379   1.57792003739325E+0000
2380   1.02235294117647E+0000
2381   4.66785844959689E-0001
2382   2.13175316971106E-0001
2383   3.89597947549264E-0001
2384   7.98598508499178E-0001
2385   1.13416560471596E+0000
2386   1.06846031503023E+0000
2387   5.42166758333089E-0001
2388  -2.03763552265224E-0001
2389  -7.55117054391608E-0001
2390  -7.67058823529412E-0001
2391  -1.93214155040311E-0001
2392   6.95528258147577E-0001
2393   1.41557621580471E+0000
2394   1.53977497908741E+0000
2395   9.65930310598313E-0001
2396  -9.18674379329557E-0003
2397  -8.72046804040006E-0001
2398  -1.12611649344169E+0000
2399  -6.25705289685725E-0001
2400   3.75294117647059E-0001
2401   1.38923470145043E+0000
2402   1.86376355226522E+0000
2403   1.58381150992236E+0000
2404   7.08010273205060E-0001
2405  -2.80047957657136E-0001
2406  -8.40951449675649E-0001
2407  -6.77929156981183E-0001
2408   6.80011536171293E-0002
2409   1.00850827268737E+0000
2410   1.66000000000000E+0000
2411   1.71276411321514E+0000
2412   1.25199884638287E+0000
2413   5.96656771078676E-0001
2414   1.73892626146237E-0001
2415   2.24657924695806E-0001
2416   7.02577962089058E-0001
2417   1.26687264068603E+0000
2418   1.59858938891124E+0000
2419   1.52615533151090E+0000
2420   1.13882352941176E+0000
2421   7.25609374371449E-0001
2422   6.27292964029927E-0001
2423   9.07245006372789E-0001
2424   1.43271615555800E+0000
2425   1.83298913412773E+0000
2426   1.84493090326552E+0000
2427   1.37040205245073E+0000
2428   6.63295271264183E-0001
2429   1.50765298549566E-0001
2430   1.64705882352940E-0001
2431   7.64432903783219E-0001
2432   1.65317531697111E+0000
2433   2.36028209815765E+0000
2434   2.48448086144036E+0000
2435   1.89769501648067E+0000
2436   8.96695609147883E-0001
2437   2.08943724305856E-0002
2438  -2.59057669912287E-0001
2439   2.15471180902506E-0001
2440   1.21647058823529E+0000
2441   2.21746999556807E+0000
2442   2.67905766991229E+0000
2443   2.36028209815765E+0000
2444   1.45859850849918E+0000
2445   4.44657924695802E-0001
2446  -1.55069096734477E-0001
2447  -4.38115099223643E-0002
2448   6.63295271264183E-0001
2449   1.56497886092266E+0000
2450   2.16470588235294E+0000
2451   2.17864646615631E+0000
2452   1.66611649344170E+0000
2453   9.71950888725739E-0001
2454   5.10363214381527E-0001
2455   5.09363807048743E-0001
2456   9.35519138559643E-0001
2457   1.47393146421544E+0000
2458   1.77976585949948E+0000
2459   1.68144944915796E+0000
2460   1.28117647058824E+0000
2461   8.80903492018509E-0001
2462   7.56704728735817E-0001
2463   1.04959794754927E+0000
2464   1.56212792026389E+0000
2465   1.97534207530420E+0000
2466   1.96140149150082E+0000
2467   1.48687264068603E+0000
2468   7.79765859499483E-0001
2469   2.54294710314276E-0001
2470   2.55294117647060E-0001
2471   8.55021139077339E-0001
2472   1.74376355226523E+0000
2473   2.45087033345177E+0000
2474   2.56212792026389E+0000
2475   1.97534207530420E+0000
2476   9.74342667971413E-0001
2477   8.56002547835257E-0002
2478  -2.07292964029927E-0001
2479   2.80177063255456E-0001
2480   1.29411764705882E+0000
2481   2.29511705439160E+0000
2482   2.76964590520640E+0000
2483   2.47675268639294E+0000
2484   1.57506909673448E+0000
2485   5.61128512931102E-0001
2486  -3.85985084991765E-0002
2487   7.26590783129357E-0002
2488   7.66824683028893E-0001
2489   1.66850827268737E+0000
2490   2.25529411764706E+0000
2491   2.26923470145043E+0000
2492   1.75670472873582E+0000
2493   1.04959794754927E+0000
2494   5.88010273205057E-0001
2495   5.87010865872273E-0001
2496   1.00022502091258E+0000
2497   1.52569617009779E+0000
2498   1.83153056538183E+0000
2499   1.73321415504031E+0000
2500   1.33294117647059E+0000
2501   9.32668197900869E-0001
2502   8.21410611088757E-0001
2503   1.11430382990221E+0000
2504   1.62683380261683E+0000
2505   2.04004795765714E+0000
2506   2.02610737385376E+0000
2507   1.53863734656838E+0000
2508   8.18589388911243E-0001
2509   2.93118239726036E-0001
2510   2.94117647058820E-0001
2511   8.93844668489099E-0001
2512   1.79552825814758E+0000
2513   2.52851739227530E+0000
2514   2.63977497908742E+0000
2515   2.05298913412773E+0000
2516   1.05198972679494E+0000
2517   1.63247313607056E-0001
2518  -1.29645905206397E-0001
2519   3.57824122078976E-0001
2520   1.35882352941176E+0000
2521   2.37276411321513E+0000
2522   2.86023414050052E+0000
2523   2.55439974521647E+0000
2524   1.66565733202859E+0000
2525   6.64657924695802E-0001
2526   6.49309032655234E-0002
2527   1.63247313607056E-0001
2528   8.57412918323013E-0001
2529   1.74615533151090E+0000
2530   2.34588235294118E+0000
2531   2.34688176027396E+0000
2532   1.83435178755934E+0000
2533   1.14018618284338E+0000
2534   6.91539684969767E-0001
2535   6.90540277636982E-0001
2536   1.10375443267729E+0000
2537   1.64216675833309E+0000
2538   1.93505997714654E+0000
2539   1.83674356680502E+0000
2540   1.42352941176471E+0000
2541   1.02325643319498E+0000
2542   9.11998846382867E-0001
2543   1.21783324166691E+0000
2544   1.74330439085212E+0000
2545   2.15651854589243E+0000
2546   2.15551913855964E+0000
2547   1.66804911127426E+0000
2548   9.60942330087713E-0001
2549   4.22530004431926E-0001
2550   4.23529411764710E-0001
2551   1.02325643319498E+0000
2552   1.92494002285346E+0000
2553   2.65792915698118E+0000
2554   2.78212792026389E+0000
2555   2.20828325177479E+0000
2556   1.22022502091258E+0000
2557   3.31482607724696E-0001
2558   3.85893889112432E-0002
2559   5.13118239726036E-0001
2560   1.52705882352941E+0000
2561   2.52805823086219E+0000
2562   3.01552825814758E+0000
2563   2.72263503933412E+0000
2564   1.84683380261683E+0000
2565   8.32893218813452E-0001
2566   2.46107373853763E-0001
2567   3.57364960665876E-0001
2568   1.05153056538183E+0000
2569   1.92733180209913E+0000
2570   2.51411764705882E+0000
2571   2.51511705439160E+0000
2572   2.00258708167699E+0000
2573   1.30842147696103E+0000
2574   8.59774979087417E-0001
2575   8.58775571754633E-0001
2576   1.28493090326552E+0000
2577   1.81040205245073E+0000
2578   2.10329527126418E+0000
2579   2.00497886092266E+0000
2580   1.59176470588235E+0000
2581   1.17855055084204E+0000
2582   1.06729296402993E+0000
2583   1.37312735931397E+0000
2584   1.89859850849918E+0000
2585   2.31181266353949E+0000
2586   2.31081325620670E+0000
2587   1.81040205245073E+0000
2588   1.10329527126418E+0000
2589   5.51941769137806E-0001
2590   5.40000000000000E-0001
2591   1.12678584495969E+0000
2592   2.01552825814758E+0000
2593   2.73557621580471E+0000
2594   2.84683380261683E+0000
2595   2.28593031059831E+0000
2596   1.28493090326552E+0000
2597   3.96188490077636E-0001
2598   1.03295271264183E-0001
2599   5.77824122078976E-0001
2600   1.57882352941176E+0000
2601   2.57982293674454E+0000
2602   3.05435178755934E+0000
2603   2.77439974521647E+0000
2604   1.87271615555800E+0000
2605   8.71716748225212E-0001
2606   2.84930903265523E-0001
2607   3.83247313607056E-0001
2608   1.07741291832301E+0000
2609   1.95321415504031E+0000
2610   2.51411764705882E+0000
2611   2.50217587792102E+0000
2612   1.98964590520640E+0000
2613   1.28253912401985E+0000
2614   8.20951449675647E-0001
2615   8.19952042342863E-0001
2616   1.23316619738317E+0000
2617   1.75863734656838E+0000
2618   2.05153056538183E+0000
2619   1.94027297856972E+0000
2620   1.51411764705882E+0000
2621   1.10090349201851E+0000
2622   9.76704728735817E-0001
2623   1.26959794754927E+0000
2624   1.78212792026389E+0000
2625   2.18240089883361E+0000
2626   2.19434266797141E+0000
2627   1.70687264068603E+0000
2628   9.86824683028893E-0001
2629   4.48412357373096E-0001
2630   4.23529411764710E-0001
2631   9.97374080253809E-0001
2632   1.88611649344170E+0000
2633   2.59322327462824E+0000
2634   2.71742203791095E+0000
2635   2.14357736942184E+0000
2636   1.14257796208905E+0000
2637   2.66776725371756E-0001
2638  -3.90576699122868E-0002
2639   4.35471180902506E-0001
2640   1.42352941176471E+0000
2641   2.41158764262690E+0000
2642   2.87317531697111E+0000
2643   2.56734092168706E+0000
2644   1.66565733202859E+0000
2645   6.64657924695802E-0001
2646   7.78720797361135E-0002
2647   1.89129666548226E-0001
2648   8.83295271264183E-0001
2649   1.75909650798149E+0000
2650   2.33294117647059E+0000
2651   2.32099940733278E+0000
2652   1.78258708167699E+0000
2653   1.08842147696103E+0000
2654   6.13892626146237E-0001
2655   6.25834395284043E-0001
2656   1.03904855032435E+0000
2657   1.57746087598015E+0000
2658   1.87035409479360E+0000
2659   1.75909650798149E+0000
2660   1.33294117647059E+0000
2661   9.19727021430279E-0001
2662   7.95528258147577E-0001
2663   1.07548030049044E+0000
2664   1.60095144967565E+0000
2665   2.00122442824537E+0000
2666   2.00022502091258E+0000
2667   1.52569617009779E+0000
2668   8.18589388911243E-0001
2669   2.80177063255456E-0001
2670   2.68235294117650E-0001
2671   8.42079962606749E-0001
2672   1.73082237579464E+0000
2673   2.43792915698118E+0000
2674   2.54918674379330E+0000
2675   1.97534207530420E+0000
2676   9.74342667971413E-0001
2677   9.85414312541156E-0002
2678  -1.94351787559337E-0001
2679   2.93118239726036E-0001
2680   1.29411764705882E+0000
2681   2.28217587792102E+0000
2682   2.75670472873582E+0000
2683   2.45087033345177E+0000
2684   1.54918674379330E+0000
2685   5.48187336460512E-0001
2686  -5.15396849697665E-0002
2687   5.97179018423456E-0002
2688   7.66824683028893E-0001
2689   1.65556709621678E+0000
2690   2.22941176470588E+0000
2691   2.21746999556807E+0000
2692   1.69199884638287E+0000
2693   9.84892065196319E-0001
2694   5.10363214381527E-0001
2695   5.09363807048743E-0001
2696   9.35519138559643E-0001
2697   1.47393146421544E+0000
2698   1.77976585949948E+0000
2699   1.66850827268737E+0000
2700   1.26823529411765E+0000
2701   8.55021139077339E-0001
2702   7.30822375794637E-0001
2703   1.01077441813750E+0000
2704   1.53624556732271E+0000
2705   1.93651854589243E+0000
2706   1.93551913855964E+0000
2707   1.46099028774485E+0000
2708   7.53883506558303E-0001
2709   2.28412357373096E-0001
2710   2.16470588235290E-0001
2711   8.03256433194979E-0001
2712   1.67905766991229E+0000
2713   2.38616445109883E+0000
2714   2.49742203791095E+0000
2715   1.91063619295126E+0000
2716   9.22577962089053E-0001
2717   4.67767253717556E-0002
2718  -2.46116493441697E-0001
2719   2.54294710314276E-0001
2720   1.25529411764706E+0000
2721   2.25629352497984E+0000
2722   2.71788119932405E+0000
2723   2.41204680404000E+0000
2724   1.52330439085212E+0000
2725   5.22304983519332E-0001
2726  -7.74220379109465E-0002
2727   4.67767253717559E-0002
2728   7.53883506558303E-0001
2729   1.64262591974619E+0000
2730   2.22941176470588E+0000
2731   2.23041117203866E+0000
2732   1.69199884638287E+0000
2733   9.84892065196319E-0001
2734   4.97422037910947E-0001
2735   4.96422630578162E-0001
2736   9.09636785618473E-0001
2737   1.44804911127426E+0000
2738   1.75388350655830E+0000
2739   1.65556709621678E+0000
2740   1.24235294117647E+0000
2741   8.29138786136159E-0001
2742   7.17881199324047E-0001
2743   9.97833241666909E-0001
2744   1.51036321438153E+0000
2745   1.91063619295126E+0000
2746   1.90963678561847E+0000
2747   1.43510793480368E+0000
2748   7.28001153617133E-0001
2749   2.02530004431926E-0001
2750   2.03529411764710E-0001
2751   8.03256433194979E-0001
2752   1.69199884638287E+0000
2753   2.39910562756941E+0000
2754   2.49742203791095E+0000
2755   1.92357736942184E+0000
2756   9.22577962089053E-0001
2757   4.67767253717557E-0002
2758  -2.33175316971107E-0001
2759   2.54294710314276E-0001
2760   1.26823529411765E+0000
2761   2.26923470145043E+0000
2762   2.74376355226523E+0000
2763   2.42498798051059E+0000
2764   1.52330439085212E+0000
2765   5.09363807048742E-0001
2766  -7.74220379109466E-0002
2767   2.08943724305858E-0002
2768   7.28001153617133E-0001
2769   1.61674356680502E+0000
2770   2.20352941176471E+0000
2771   2.20452881909749E+0000
2772   1.67905766991229E+0000
2773   9.71950888725739E-0001
2774   5.10363214381527E-0001
2775   5.09363807048743E-0001
2776   9.22577962089054E-0001
2777   1.44804911127426E+0000
2778   1.75388350655830E+0000
2779   1.65556709621678E+0000
2780   1.25529411764706E+0000
2781   8.55021139077339E-0001
2782   7.43763552265227E-0001
2783   1.03665677107868E+0000
2784   1.54918674379330E+0000
2785   1.94945972236302E+0000
2786   1.93551913855964E+0000
2787   1.44804911127426E+0000
2788   7.40942330087713E-0001
2789   2.02530004431926E-0001
2790   2.03529411764710E-0001
2791   7.90315256724399E-0001
2792   1.69199884638287E+0000
2793   2.39910562756941E+0000
2794   2.51036321438153E+0000
2795   1.92357736942184E+0000
2796   9.22577962089054E-0001
2797   3.38355489011656E-0002
2798  -2.59057669912287E-0001
2799   2.28412357373096E-0001
2800   1.24235294117647E+0000
2801   2.24335234850925E+0000
2802   2.73082237579464E+0000
2803   2.42498798051059E+0000
2804   1.53624556732271E+0000
2805   5.22304983519332E-0001
2806  -7.74220379109466E-0002
2807   2.08943724305858E-0002
2808   7.28001153617133E-0001
2809   1.60380239033443E+0000
2810   2.19058823529412E+0000
2811   2.19158764262690E+0000
2812   1.67905766991229E+0000
2813   9.71950888725739E-0001
2814   4.97422037910947E-0001
2815   4.96422630578163E-0001
2816   9.09636785618474E-0001
2817   1.44804911127426E+0000
2818   1.74094233008771E+0000
2819   1.64262591974619E+0000
2820   1.24235294117647E+0000
2821   8.29138786136159E-0001
2822   7.30822375794637E-0001
2823   1.01077441813750E+0000
2824   1.53624556732271E+0000
2825   1.93651854589243E+0000
2826   1.93551913855964E+0000
2827   1.44804911127426E+0000
2828   7.28001153617133E-0001
2829   2.02530004431926E-0001
2830   1.90588235294120E-0001
2831   7.77374080253809E-0001
2832   1.67905766991229E+0000
2833   2.39910562756941E+0000
2834   2.51036321438153E+0000
2835   1.92357736942184E+0000
2836   9.22577962089053E-0001
2837   3.38355489011657E-0002
2838  -2.59057669912287E-0001
2839   2.15471180902506E-0001
2840   1.22941176470588E+0000
2841   2.24335234850925E+0000
